Chamber,State,First_Name,Middle_Name,Last_Name,Suffix,Party,Congressional_Year
Senate,Alabama,John,J.,Sparkman,,D,1967
Senate,Alabama,J.,Lister,Hill,,D,1967
Senate,Alaska,Bob,,Bartlett,,D,1967
Senate,Alaska,Ted,,Stevens,,R,1967
Senate,Alaska,Ernest,,Gruening,,D,1967
Senate,Arizona,Paul,,Fannin,,R,1967
Senate,Arizona,Carl,,Hayden,,D,1967
Senate,Arkansas,John,L.,McClellan,,D,1967
Senate,Arkansas,J.,William,Fulbright,,D,1967
Senate,California,George,,Murphy,,R,1967
Senate,California,Thomas,,Kuchel,,R,1967
Senate,Colorado,Gordon,,Allott,,R,1967
Senate,Colorado,Peter,H.,Dominick,,R,1967
Senate,Connecticut,Thomas,J.,Dodd,,D,1967
Senate,Connecticut,Abraham,,Ribicoff,,D,1967
Senate,Delaware,John,J.,Williams,,R,1967
Senate,Delaware,J.,Caleb,Boggs,,R,1967
Senate,Florida,Spessard,,Holland,,D,1967
Senate,Florida,George,,Smathers,,D,1967
Senate,Georgia,Richard,,Russell,Jr.,D,1967
Senate,Georgia,Herman,,Talmadge,,D,1967
Senate,Hawaii,Hiram,,Fong,,R,1967
Senate,Hawaii,Daniel,,Inouye,,D,1967
Senate,Idaho,Leonard,B.,Jordan,,R,1967
Senate,Idaho,Frank,,Church,,D,1967
Senate,Illinois,Charles,H.,Percy,,R,1967
Senate,Illinois,Everett,M.,Dirksen,,R,1967
Senate,Indiana,Vance,,Hartke,,D,1967
Senate,Indiana,Birch,,Bayh,,D,1967
Senate,Iowa,Jack,,Miller,,R,1967
Senate,Iowa,Bourke,B.,Hickenlooper,,R,1967
Senate,Kansas,James,B.,Pearson,,R,1967
Senate,Kansas,Frank,,Carlson,,R,1967
Senate,Kentucky,John,Sherman,Cooper,,R,1967
Senate,Kentucky,Thruston,Ballard,Morton,,R,1967
Senate,Kentucky,Marlow,,Cook,,R,1967
Senate,Louisiana,Allen,J.,Ellender,,D,1967
Senate,Louisiana,Russell,B.,Long,,D,1967
Senate,Maine,Edmund,,Muskie,,D,1967
Senate,Maine,Margaret,Chase,Smith,,R,1967
Senate,Maryland,Joseph,,Tydings,,D,1967
Senate,Maryland,Daniel,,Brewster,,D,1967
Senate,Massachusetts,Ted,,Kennedy,,D,1967
Senate,Massachusetts,Edward,,Brooke,,R,1967
Senate,Michigan,Philip,,Hart,,D,1967
Senate,Michigan,Robert,P.,Griffin,,R,1967
Senate,Minnesota,Eugene,,McCarthy,,DFL,1967
Senate,Minnesota,Walter,,Mondale,,DFL,1967
Senate,Mississippi,John,C.,Stennis,,D,1967
Senate,Mississippi,James,,Eastland,,D,1967
Senate,Missouri,Stuart,,Symington,,D,1967
Senate,Missouri,Edward,V.,Long,,D,1967
Senate,Missouri,Thomas,,Eagleton,,D,1967
Senate,Montana,Mike,,Mansfield,,D,1967
Senate,Montana,Lee,,Metcalf,,D,1967
Senate,Nebraska,Roman,,Hruska,,R,1967
Senate,Nebraska,Carl,,Curtis,,R,1967
Senate,Nevada,Howard,,Cannon,,D,1967
Senate,Nevada,Alan,,Bible,,D,1967
Senate,New Hampshire,Thomas,J.,McIntyre,,D,1967
Senate,New Hampshire,Norris,,Cotton,,R,1967
Senate,New Jersey,Harrison,A.,Williams,,D,1967
Senate,New Jersey,Clifford,P.,Case,,R,1967
Senate,New Mexico,Joseph,,Montoya,,D,1967
Senate,New Mexico,Clinton,P.,Anderson,,D,1967
Senate,New York,Robert,F.,Kennedy,,D,1967
Senate,New York,Charles,,Goodell,,R,1967
Senate,New York,Jacob,,Javits,,R,1967
Senate,North Carolina,B.,Everett,Jordan,,D,1967
Senate,North Carolina,Sam,,Ervin,,D,1967
Senate,North Dakota,Quentin,,Burdick,,D-NPL,1967
Senate,North Dakota,Milton,,Young,,R,1967
Senate,Ohio,Stephen,M.,Young,,D,1967
Senate,Ohio,Frank,,Lausche,,D,1967
