Chamber,State,First_Name,Middle_Name,Last_Name,Suffix,Party,Congressional_Year
Senate,Alabama,John,,Sparkman,,D,1977
Senate,Alabama,James,,Allen,,D,1977
Senate,Alabama,Maryon,Pittman,Allen,,D,1977
Senate,Alabama,Donald,,Stewart,,D,1977
Senate,Alaska,Ted,,Stevens,,R,1977
Senate,Alaska,Mike,,Gravel,,D,1977
Senate,Arizona,Dennis,,DeConcini,,D,1977
Senate,Arizona,Barry,,Goldwater,,R,1977
Senate,Arkansas,John,L.,McClellan,,D,1977
Senate,Arkansas,Kaneaster,,Hodges,Jr.,D,1977
Senate,Arkansas,Dale,,Bumpers,,D,1977
Senate,California,S.,I.,Hayakawa,,R,1977
Senate,California,Alan,,Cranston,,D,1977
Senate,Colorado,Floyd,,Haskell,,D,1977
Senate,Colorado,Gary,,Hart,,D,1977
Senate,Connecticut,Lowell,,Weicker,,R,1977
Senate,Connecticut,Abraham,,Ribicoff,,D,1977
Senate,Delaware,William,,Roth,,R,1977
Senate,Delaware,Joe,,Biden,,D,1977
Senate,Florida,Lawton,,Chiles,,D,1977
Senate,Florida,Richard,,Stone,,D,1977
Senate,Georgia,Sam,,Nunn,,D,1977
Senate,Georgia,Herman,,Talmadge,,D,1977
Senate,Hawaii,Spark,,Matsunaga,,D,1977
Senate,Hawaii,Daniel,,Inouye,,D,1977
Senate,Idaho,James,A.,McClure,,R,1977
Senate,Idaho,Frank,,Church,,D,1977
Senate,Illinois,Charles,H.,Percy,,R,1977
Senate,Illinois,Adlai,,Stevenson,III,D,1977
Senate,Indiana,Richard,,Lugar,,R,1977
Senate,Indiana,Birch,,Bayh,,D,1977
Senate,Iowa,Dick,,Clark,,D,1977
Senate,Iowa,John,,Culver,,D,1977
Senate,Kansas,James,B.,Pearson,,R,1977
Senate,Kansas,Nancy,,Kassebaum,,R,1977
Senate,Kansas,Bob,,Dole,,R,1977
Senate,Kentucky,Walter,"""Dee""",Huddleston,,D,1977
Senate,Kentucky,Wendell,,Ford,,D,1977
Senate,Louisiana,J.,Bennett,Johnston,,D,1977
Senate,Louisiana,Russell,B.,Long,,D,1977
Senate,Maine,Edmund,,Muskie,,D,1977
Senate,Maine,William,,Hathaway,,D,1977
Senate,Maryland,Paul,,Sarbanes,,D,1977
Senate,Maryland,Charles,,Mathias,,R,1977
Senate,Massachusetts,Ted,,Kennedy,,D,1977
Senate,Massachusetts,Edward,,Brooke,,R,1977
Senate,Michigan,Donald,,Riegle,,D,1977
Senate,Michigan,Robert,P.,Griffin,,R,1977
Senate,Minnesota,Hubert,,"Humphrey,",,DFL,1977
Senate,Minnesota,Muriel,,"Humphrey,",,DFL,1977
Senate,Minnesota,David,,Durenberger,,R,1977
Senate,Minnesota,Wendell,R.,"Anderson,",,DFL,1977
Senate,Minnesota,Rudy,,Boschwitz,,R,1977
Senate,Mississippi,John,C.,Stennis,,D,1977
Senate,Mississippi,James,,Eastland,,D,1977
Senate,Mississippi,Thad,,Cochran,,R,1977
Senate,Missouri,John,,Danforth,,R,1977
Senate,Missouri,Thomas,,Eagleton,,D,1977
Senate,Montana,John,,Melcher,,D,1977
Senate,Montana,Lee,,Metcalf,,D,1977
Senate,Montana,Paul,G.,Hatfield,,D,1977
Senate,Montana,Max,,Baucus,,D,1977
Senate,Nebraska,Edward,,Zorinsky,,D,1977
Senate,Nebraska,Carl,,Curtis,,R,1977
Senate,Nevada,Howard,,Cannon,,D,1977
Senate,Nevada,Paul,,Laxalt,,R,1977
Senate,New Hampshire,Thomas,J.,McIntyre,,D,1977
Senate,New Hampshire,John,A.,Durkin,,D,1977
Senate,New Jersey,Harrison,A.,Williams,,D,1977
Senate,New Jersey,Clifford,P.,Case,,R,1977
Senate,New Mexico,Harrison,,Schmitt,,R,1977
Senate,New Mexico,Pete,,Domenici,,R,1977
Senate,New York,Daniel,Patrick,Moynihan,,D,1977
Senate,New York,Jacob,,Javits,,R,1977
Senate,North Carolina,Jesse,,Helms,,R,1977
Senate,North Carolina,Robert,Burren,Morgan,,D,1977
Senate,North Dakota,Quentin,,Burdick,,D-NPL,1977
Senate,North Dakota,Milton,,Young,,R,1977
Senate,Ohio,Howard,,Metzenbaum,,D,1977
Senate,Ohio,John,,Glenn,,D,1977
Senate,Oklahoma,Dewey,F.,Bartlett,,R,1977
Senate,Oklahoma,Henry,,Bellmon,,R,1977
Senate,Oregon,Mark,,Hatfield,,R,1977
