Chamber,State,First_Name,Middle_Name,Last_Name,Suffix,Party,Congressional_Year
Senate,Alabama,John,J.,Sparkman,,D,1961
Senate,Alabama,J.,Lister,Hill,,D,1961
Senate,Alaska,Bob,,Bartlett,,D,1961
Senate,Alaska,Ernest,,Gruening,,D,1961
Senate,Arizona,Barry,,Goldwater,,R,1961
Senate,Arizona,Carl,,Hayden,,D,1961
Senate,Arkansas,John,L.,McClellan,,D,1961
Senate,Arkansas,J.,William,Fulbright,,D,1961
Senate,California,Clair,,Engle,,D,1961
Senate,California,Thomas,,Kuchel,,R,1961
Senate,Colorado,Gordon,,Allott,,R,1961
Senate,Colorado,John,A.,Carroll,,D,1961
Senate,Connecticut,Thomas,J.,Dodd,,D,1961
Senate,Connecticut,Prescott,,Bush,,R,1961
Senate,Delaware,John,J.,Williams,,R,1961
Senate,Delaware,J.,Caleb,Boggs,,R,1961
Senate,Florida,Spessard,,Holland,,D,1961
Senate,Florida,George,,Smathers,,D,1961
Senate,Georgia,Richard,,Russell,Jr.,D,1961
Senate,Georgia,Herman,,Talmadge,,D,1961
Senate,Hawaii,Hiram,,Fong,,R,1961
Senate,Hawaii,Oren,E.,Long,,D,1961
Senate,Idaho,Henry,,Dworshak,,R,1961
Senate,Idaho,Leonard,B.,Jordan,,R,1961
Senate,Idaho,Frank,,Church,,D,1961
Senate,Illinois,Paul,,Douglas,,D,1961
Senate,Illinois,Everett,M.,Dirksen,,R,1961
Senate,Indiana,Vance,,Hartke,,D,1961
Senate,Indiana,Homer,E.,Capehart,,R,1961
Senate,Iowa,Jack,,Miller,,R,1961
Senate,Iowa,Bourke,B.,Hickenlooper,,R,1961
Senate,Kansas,Andrew,Frank,Schoeppel,,R,1961
Senate,Kansas,James,B.,Pearson,,R,1961
Senate,Kansas,Frank,,Carlson,,R,1961
Senate,Kentucky,John,Sherman,Cooper,,R,1961
Senate,Kentucky,Thruston,Ballard,Morton,,R,1961
Senate,Louisiana,Allen,J.,Ellender,,D,1961
Senate,Louisiana,Russell,B.,Long,,D,1961
Senate,Maine,Edmund,,Muskie,,D,1961
Senate,Maine,Margaret,Chase,Smith,,R,1961
Senate,Maryland,James,Glenn,Beall,,R,1961
Senate,Maryland,John,Marshall,Butler,,R,1961
Senate,Massachusetts,Benjamin,A.,Smith,II,D,1961
Senate,Massachusetts,Ted,,Kennedy,,D,1961
Senate,Massachusetts,Leverett,,Saltonstall,,R,1961
Senate,Michigan,Philip,,Hart,,D,1961
Senate,Michigan,Patrick,V.,McNamara,,D,1961
Senate,Minnesota,Eugene,,McCarthy,,DFL,1961
Senate,Minnesota,Hubert,,Humphrey,,DFL,1961
Senate,Mississippi,John,C.,Stennis,,D,1961
Senate,Mississippi,James,,Eastland,,D,1961
Senate,Missouri,Stuart,,Symington,,D,1961
Senate,Missouri,Edward,V.,Long,,D,1961
Senate,Montana,Mike,,Mansfield,,D,1961
Senate,Montana,Lee,,Metcalf,,D,1961
Senate,Nebraska,Roman,,Hruska,,R,1961
Senate,Nebraska,Carl,,Curtis,,R,1961
Senate,Nevada,Howard,,Cannon,,D,1961
