Chamber,State,First_Name,Middle_Name,Last_Name,Suffix,Party,Congressional_Year
Senate,Alabama,John,,Sparkman,,D,1975
Senate,Alabama,James,,Allen,,D,1975
Senate,Alaska,Ted,,Stevens,,R,1975
Senate,Alaska,Mike,,Gravel,,D,1975
Senate,Arizona,Paul,,Fannin,,R,1975
Senate,Arizona,Barry,,Goldwater,,R,1975
Senate,Arkansas,John,L.,McClellan,,D,1975
Senate,Arkansas,Dale,,Bumpers,,D,1975
Senate,California,John,V.,Tunney,,D,1975
Senate,California,S.,I.,Hayakawa,,R,1975
Senate,California,Alan,,Cranston,,D,1975
Senate,Colorado,Floyd,,Haskell,,D,1975
Senate,Colorado,Gary,,Hart,,D,1975
Senate,Connecticut,Lowell,,Weicker,,R,1975
Senate,Connecticut,Abraham,,Ribicoff,,D,1975
Senate,Delaware,William,,Roth,,R,1975
Senate,Delaware,Joe,,Biden,,D,1975
Senate,Florida,Lawton,,Chiles,,D,1975
Senate,Florida,Richard,,Stone,,D,1975
Senate,Georgia,Sam,,Nunn,,D,1975
Senate,Georgia,Herman,,Talmadge,,D,1975
Senate,Hawaii,Hiram,,Fong,,R,1975
Senate,Hawaii,Daniel,,Inouye,,D,1975
Senate,Idaho,James,A.,McClure,,R,1975
Senate,Idaho,Frank,,Church,,D,1975
Senate,Illinois,Charles,H.,Percy,,R,1975
Senate,Illinois,Adlai,,Stevenson,III,D,1975
Senate,Indiana,Vance,,Hartke,,D,1975
Senate,Indiana,Birch,,Bayh,,D,1975
Senate,Iowa,Dick,,Clark,,D,1975
Senate,Iowa,John,,Culver,,D,1975
Senate,Kansas,James,B.,Pearson,,R,1975
Senate,Kansas,Bob,,Dole,,R,1975
Senate,Kentucky,Walter,"""Dee""",Huddleston,,D,1975
Senate,Kentucky,Wendell,,Ford,,D,1975
Senate,Louisiana,J.,Bennett,Johnston,,D,1975
Senate,Louisiana,Russell,B.,Long,,D,1975
Senate,Maine,Edmund,,Muskie,,D,1975
Senate,Maine,William,,Hathaway,,D,1975
Senate,Maryland,J.,Glenn,Beall,Jr.,R,1975
Senate,Maryland,Charles,,Mathias,,R,1975
Senate,Massachusetts,Ted,,Kennedy,,D,1975
Senate,Massachusetts,Edward,,Brooke,,R,1975
Senate,Michigan,Philip,,Hart,,D,1975
Senate,Michigan,Donald,,Riegle,,D,1975
