Chamber,State,First_Name,Middle_Name,Last_Name,Suffix,Party,Congressional_Year
Senate,Alabama,John,J.,Sparkman,,D,1969
Senate,Alabama,James,,Allen,,D,1969
Senate,Alaska,Ted,,Stevens,,R,1969
Senate,Alaska,Mike,,Gravel,,D,1969
Senate,Arizona,Paul,,Fannin,,R,1969
Senate,Arizona,Barry,,Goldwater,,R,1969
Senate,Arkansas,John,L.,McClellan,,D,1969
Senate,Arkansas,J.,William,Fulbright,,D,1969
Senate,California,George,,Murphy,,R,1969
Senate,California,John,V.,Tunney,,D,1969
Senate,California,Alan,,Cranston,,D,1969
Senate,Colorado,Gordon,,Allott,,R,1969
Senate,Colorado,Peter,H.,Dominick,,R,1969
Senate,Connecticut,Thomas,J.,Dodd,,D,1969
Senate,Connecticut,Abraham,,Ribicoff,,D,1969
Senate,Delaware,John,J.,Williams,,R,1969
Senate,Delaware,William,,Roth,,R,1969
Senate,Delaware,J.,Caleb,Boggs,,R,1969
Senate,Florida,Spessard,,Holland,,D,1969
Senate,Florida,Edward,,Gurney,,R,1969
Senate,Georgia,Richard,,Russell,Jr.,D,1969
Senate,Georgia,Herman,,Talmadge,,D,1969
Senate,Hawaii,Hiram,,Fong,,R,1969
Senate,Hawaii,Daniel,,Inouye,,D,1969
Senate,Idaho,Leonard,B.,Jordan,,R,1969
Senate,Idaho,Frank,,Church,,D,1969
Senate,Illinois,Charles,H.,Percy,,R,1969
Senate,Illinois,Everett,,Dirksen,,R,1969
Senate,Illinois,Ralph,Tyler,Smith,,R,1969
Senate,Illinois,Adlai,,Stevenson,III,D,1969
Senate,Indiana,Vance,,Hartke,,D,1969
Senate,Indiana,Birch,,Bayh,,D,1969
Senate,Iowa,Jack,,Miller,,R,1969
Senate,Iowa,Harold,,Hughes,,D,1969
Senate,Kansas,James,B.,Pearson,,R,1969
Senate,Kansas,Bob,,Dole,,R,1969
Senate,Kentucky,John,Sherman,Cooper,,R,1969
Senate,Kentucky,Marlow,,Cook,,R,1969
Senate,Louisiana,Allen,J.,Ellender,,D,1969
Senate,Louisiana,Russell,B.,Long,,D,1969
Senate,Maine,Edmund,,Muskie,,D,1969
Senate,Maine,Margaret,Chase,Smith,,R,1969
Senate,Maryland,Joseph,,Tydings,,D,1969
Senate,Maryland,Charles,,Mathias,,R,1969
Senate,Massachusetts,Ted,,Kennedy,,D,1969
Senate,Massachusetts,Edward,,Brooke,,R,1969
Senate,Michigan,Philip,,Hart,,D,1969
Senate,Michigan,Robert,P.,Griffin,,R,1969
Senate,Minnesota,Eugene,,McCarthy,,DFL,1969
Senate,Minnesota,Walter,,Mondale,,DFL,1969
Senate,Mississippi,John,C.,Stennis,,D,1969
Senate,Mississippi,James,,Eastland,,D,1969
Senate,Missouri,Stuart,,Symington,,D,1969
Senate,Missouri,Thomas,,Eagleton,,D,1969
Senate,Montana,Mike,,Mansfield,,D,1969
Senate,Montana,Lee,,Metcalf,,D,1969
Senate,Nebraska,Roman,,Hruska,,R,1969
Senate,Nebraska,Carl,,Curtis,,R,1969
Senate,Nevada,Howard,,Cannon,,D,1969
Senate,Nevada,Alan,,Bible,,D,1969
Senate,New Hampshire,Thomas,J.,McIntyre,,D,1969
Senate,New Hampshire,Norris,,Cotton,,R,1969
Senate,New Jersey,Harrison,A.,Williams,,D,1969
Senate,New Jersey,Clifford,P.,Case,,R,1969
Senate,New Mexico,Joseph,,Montoya,,D,1969
Senate,New Mexico,Clinton,P.,Anderson,,D,1969
Senate,New York,Charles,,Goodell,,R,1969
Senate,New York,Jacob,,Javits,,R,1969
Senate,North Carolina,B.,Everett,Jordan,,D,1969
Senate,North Carolina,Sam,,Ervin,,D,1969
Senate,North Dakota,Quentin,,Burdick,,D-NPL,1969
Senate,North Dakota,Milton,,Young,,R,1969
Senate,Ohio,Stephen,M.,Young,,D,1969
Senate,Ohio,William,B.,Saxbe,,R,1969
Senate,Oklahoma,Fred,R.,Harris,,D,1969
Senate,Oklahoma,Henry,,Bellmon,,R,1969
Senate,Oregon,Mark,,Hatfield,,R,1969
Senate,Oregon,Bob,,Packwood,,R,1969
Senate,Pennsylvania,Hugh,,Scott,,R,1969
Senate,Pennsylvania,Richard,,Schweiker,,R,1969
Senate,Rhode Island,John,,Pastore,,D,1969
Senate,Rhode Island,Claiborne,,Pell,,D,1969
Senate,South Carolina,Strom,,Thurmond,,R,1969
Senate,South Carolina,Fritz,,Hollings,,D,1969
Senate,South Dakota,Karl,E.,Mundt,,R,1969
Senate,South Dakota,George,,McGovern,,D,1969
Senate,Tennessee,Albert,,Gore,Sr.,D,1969
Senate,Tennessee,Howard,,Baker,,R,1969
Senate,Texas,Ralph,,Yarborough,,D,1969
Senate,Texas,John,,Tower,,R,1969
Senate,Utah,Frank,,Moss,,D,1969
Senate,Utah,Wallace,F.,Bennett,,R,1969
Senate,Vermont,Winston,L.,Prouty,,R,1969
Senate,Vermont,George,,Aiken,,R,1969
Senate,Virginia,Harry,F.,Byrd,Jr.,D,1969
Senate,Virginia,William,B.,Spong,Jr.,D,1969
Senate,Washington,Henry,M.,Jackson,,D,1969
Senate,Washington,Warren,,Magnuson,,D,1969
Senate,West Virginia,Robert,,Byrd,,D,1969
Senate,West Virginia,Jennings,,Randolph,,D,1969
Senate,Wisconsin,William,,Proxmire,,D,1969
Senate,Wisconsin,Gaylord,,Nelson,,D,1969
Senate,Wyoming,Gale,W.,McGee,,D,1969
Senate,Wyoming,Clifford,,Hansen,,R,1969
House,Alabama,Jack,,Edwards,,R,1969
House,Alabama,William,Louis,Dickinson,,R,1969
House,Alabama,George,W.,Andrews,,D,1969
House,Alabama,Bill,,Nichols,,D,1969
House,Alabama,Walter,,Flowers,,D,1969
House,Alabama,John,Hall,Buchanan,Jr.,R,1969
House,Alabama,Tom,,Bevill,,D,1969
House,Alabama,Robert,E.,Jones,Jr.,D,1969
House,Alaska,Howard,Wallace,Pollock,,R,1969
House,Arizona,John,Jacob,Rhodes,,R,1969
House,Arizona,Mo,,Udall,,D,1969
House,Arizona,Sam,,Steiger,,R,1969
House,Arkansas,William,Vollie,Alexander,Jr.,D,1969
House,Arkansas,Wilbur,,Mills,,D,1969
House,Arkansas,John,Paul,Hammerschmidt,,R,1969
House,Arkansas,David,,Pryor,,D,1969
House,California,Donald,H.,Clausen,,R,1969
House,California,Harold,T.,Johnson,,D,1969
House,California,John,E.,Moss,,D,1969
House,California,Robert,L.,Leggett,,D,1969
House,California,Phillip,,Burton,,D,1969
House,California,William,S.,Mailliard,,R,1969
House,California,Jeffery,,Cohelan,,D,1969
House,California,George,P.,Miller,,D,1969
House,California,Don,,Edwards,,D,1969
House,California,Charles,,Gubser,,R,1969
House,California,Pete,,McCloskey,,R,1969
House,California,Burt,,Talcott,,R,1969
House,California,Charles,M.,Teague,,R,1969
House,California,Jerome,,Waldie,,D,1969
House,California,John,J.,McFall,,D,1969
House,California,B.,F.,Sisk,,D,1969
House,California,Glenn,M.,Anderson,,D,1969
House,California,Bob,,Mathias,,R,1969
House,California,Chester,E.,Holifield,,D,1969
House,California,H.,Allen,Smith,,R,1969
House,California,Augustus,,Hawkins,,D,1969
House,California,James,C.,Corman,,D,1969
House,California,Del,M.,Clawson,,R,1969
House,California,Glenard,P.,Lipscomb,,R,1969
House,California,John,H.,Rousselot,,R,1969
House,California,Charles,E.,Wiggins,,R,1969
House,California,Thomas,M.,Rees,,D,1969
House,California,Edwin,,Reinecke,,R,1969
House,California,Barry,,Goldwater,Jr.,R,1969
House,California,Alphonzo,E.,Bell,Jr.,R,1969
House,California,George,,Brown,Jr.,D,1969
House,California,Edward,R.,Roybal,,D,1969
House,California,Charles,H.,Wilson,,D,1969
House,California,Craig,,Hosmer,,R,1969
House,California,Jerry,,Pettis,,R,1969
House,California,Richard,T.,Hanna,,D,1969
House,California,James,B.,Utt,,R,1969
House,California,John,G.,Schmitz,,R,1969
House,California,Bob,,Wilson,,R,1969
House,California,Lionel,Van,Deerlin,,D,1969
House,California,John,V.,Tunney,,D,1969
House,Colorado,Byron,G.,Rogers,,D,1969
House,Colorado,Donald,G.,Brotzman,,R,1969
House,Colorado,Frank,,Evans,,D,1969
House,Colorado,Wayne,N.,Aspinall,,D,1969
House,Connecticut,Emilio,Q.,Daddario,,D,1969
House,Connecticut,William,St.,Onge,,D,1969
House,Connecticut,Robert,H.,Steele,,R,1969
House,Connecticut,Robert,,Giaimo,,D,1969
House,Connecticut,Lowell,,Weicker,,R,1969
House,Connecticut,John,S.,Monagan,,D,1969
House,Connecticut,Thomas,,Meskill,,R,1969
House,Delaware,William,,Roth,,R,1969
House,Florida,Robert,L. F.,Sikes,,D,1969
House,Florida,Don,,Fuqua,,D,1969
House,Florida,Charles,E.,Bennett,,D,1969
House,Florida,Bill,,Chappell,,D,1969
House,Florida,Louis,,Frey,Jr.,R,1969
House,Florida,Sam,,Gibbons,,D,1969
House,Florida,James,A.,Haley,,D,1969
House,Florida,William,C.,Cramer,,R,1969
House,Florida,Paul,,Rogers,,D,1969
House,Florida,J.,Herbert,Burke,,R,1969
House,Florida,Claude,,Pepper,,D,1969
House,Florida,Dante,,Fascell,,D,1969
House,Georgia,George,Elliott,Hagan,,D,1969
House,Georgia,Maston,E.,O'Neal,Jr.,D,1969
House,Georgia,Jack,,Brinkley,,D,1969
House,Georgia,Benjamin,B.,Blackburn,,R,1969
House,Georgia,Fletcher,,Thompson,,R,1969
House,Georgia,John,,Flynt,,D,1969
House,Georgia,John,William,Davis,,D,1969
House,Georgia,W.,S.,Stuckey,Jr.,D,1969
