Chamber,State,First_Name,Middle_Name,Last_Name,Suffix,Party,Congressional_Year
Senate,Alabama,John,J.,Sparkman,,D,1963
Senate,Alabama,J.,Lister,Hill,,D,1963
Senate,Alaska,Bob,,Bartlett,,D,1963
Senate,Alaska,Ernest,,Gruening,,D,1963
Senate,Arizona,Barry,,Goldwater,,R,1963
Senate,Arizona,Carl,,Hayden,,D,1963
Senate,Arkansas,John,L.,McClellan,,D,1963
Senate,Arkansas,J.,William,Fulbright,,D,1963
Senate,California,Clair,,Engle,,D,1963
Senate,California,Pierre,,Salinger,,D,1963
Senate,California,George,,Murphy,,R,1963
Senate,California,Thomas,,Kuchel,,R,1963
Senate,Colorado,Gordon,,Allott,,R,1963
Senate,Colorado,Peter,H.,Dominick,,R,1963
Senate,Connecticut,Thomas,J.,Dodd,,D,1963
Senate,Connecticut,Abraham,,Ribicoff,,D,1963
Senate,Delaware,John,J.,Williams,,R,1963
Senate,Delaware,J.,Caleb,Boggs,,R,1963
Senate,Florida,Spessard,,Holland,,D,1963
Senate,Florida,George,,Smathers,,D,1963
Senate,Georgia,Richard,,Russell,Jr.,D,1963
Senate,Georgia,Herman,,Talmadge,,D,1963
Senate,Hawaii,Hiram,,Fong,,R,1963
Senate,Hawaii,Daniel,,Inouye,,D,1963
Senate,Idaho,Leonard,B.,Jordan,,R,1963
Senate,Idaho,Frank,,Church,,D,1963
Senate,Illinois,Paul,,Douglas,,D,1963
Senate,Illinois,Everett,M.,Dirksen,,R,1963
Senate,Indiana,Vance,,Hartke,,D,1963
Senate,Indiana,Birch,,Bayh,,D,1963
Senate,Iowa,Jack,,Miller,,R,1963
Senate,Iowa,Bourke,B.,Hickenlooper,,R,1963
Senate,Kansas,James,B.,Pearson,,R,1963
Senate,Kansas,Frank,,Carlson,,R,1963
Senate,Kentucky,John,Sherman,Cooper,,R,1963
Senate,Kentucky,Thruston,Ballard,Morton,,R,1963
Senate,Louisiana,Allen,J.,Ellender,,D,1963
Senate,Louisiana,Russell,B.,Long,,D,1963
Senate,Maine,Edmund,,Muskie,,D,1963
Senate,Maine,Margaret,Chase,Smith,,R,1963
Senate,Maryland,James,Glenn,Beall,,R,1963
Senate,Maryland,Daniel,,Brewster,,D,1963
Senate,Massachusetts,Ted,,Kennedy,,D,1963
Senate,Massachusetts,Leverett,,Saltonstall,,R,1963
Senate,Michigan,Philip,,Hart,,D,1963
Senate,Michigan,Patrick,V.,McNamara,,D,1963
Senate,Minnesota,Eugene,,McCarthy,,DFL,1963
Senate,Minnesota,Hubert,,Humphrey,,DFL,1963
Senate,Minnesota,Walter,,Mondale,,DFL,1963
Senate,Mississippi,John,C.,Stennis,,D,1963
Senate,Mississippi,James,,Eastland,,D,1963
Senate,Missouri,Stuart,,Symington,,D,1963
Senate,Missouri,Edward,V.,Long,,D,1963
Senate,Montana,Mike,,Mansfield,,D,1963
Senate,Montana,Lee,,Metcalf,,D,1963
Senate,Nebraska,Roman,,Hruska,,R,1963
