Chamber,State,First_Name,Middle_Name,Last_Name,Suffix,Party,Congressional_Year
Senate,Alabama,J.,Lister,Hill,,D,1965
Senate,Alabama,John,J.,Sparkman,,D,1965
Senate,Alaska,Bob,,Bartlett,,D,1965
Senate,Alaska,Ernest,,Gruening,,D,1965
Senate,Arizona,Carl,,Hayden,,D,1965
Senate,Arizona,Paul,,Fannin,,R,1965
Senate,Arkansas,John,L.,McClellan,,D,1965
Senate,Arkansas,J.,William,Fulbright,,D,1965
Senate,California,Thomas,,Kuchel,,R,1965
Senate,California,George,,Murphy,,R,1965
Senate,Colorado,Gordon,,Allott,,R,1965
Senate,Colorado,Peter,H.,Dominick,,R,1965
Senate,Connecticut,Thomas,J.,Dodd,,D,1965
Senate,Connecticut,Abraham,,Ribicoff,,D,1965
Senate,Delaware,John,J.,Williams,,R,1965
Senate,Delaware,J.,Caleb,Boggs,,R,1965
Senate,Florida,Spessard,,Holland,,D,1965
Senate,Florida,George,,Smathers,,D,1965
Senate,Georgia,Richard,,Russell,Jr.,D,1965
Senate,Georgia,Herman,,Talmadge,,D,1965
Senate,Hawaii,Hiram,,Fong,,R,1965
Senate,Hawaii,Daniel,,Inouye,,D,1965
Senate,Idaho,Frank,,Church,,D,1965
Senate,Idaho,Leonard,B.,Jordan,,R,1965
Senate,Illinois,Paul,,Douglas,,D,1965
Senate,Illinois,Everett,M.,Dirksen,,R,1965
Senate,Indiana,Vance,,Hartke,,D,1965
Senate,Indiana,Birch,,Bayh,,D,1965
Senate,Iowa,Bourke,B.,Hickenlooper,,R,1965
Senate,Iowa,Jack,,Miller,,R,1965
Senate,Kansas,Frank,,Carlson,,R,1965
Senate,Kansas,James,B.,Pearson,,R,1965
Senate,Kentucky,John,Sherman,Cooper,,R,1965
Senate,Kentucky,Thruston,Ballard,Morton,,R,1965
Senate,Louisiana,Allen,J.,Ellender,,D,1965
Senate,Louisiana,Russell,B.,Long,,D,1965
Senate,Maine,Margaret,Chase,Smith,,R,1965
Senate,Maine,Edmund,,Muskie,,D,1965
Senate,Maryland,Daniel,,Brewster,,D,1965
Senate,Maryland,Joseph,,Tydings,,D,1965
Senate,Massachusetts,Leverett,,Saltonstall,,R,1965
Senate,Massachusetts,Ted,,Kennedy,,D,1965
Senate,Michigan,Patrick,V.,McNamara,,D,1965
Senate,Michigan,Robert,P.,Griffin,,R,1965
Senate,Michigan,Philip,,Hart,,D,1965
Senate,Minnesota,Eugene,,McCarthy,,DFL,1965
Senate,Minnesota,Walter,,Mondale,,DFL,1965
Senate,Mississippi,James,,Eastland,,D,1965
Senate,Mississippi,John,C.,Stennis,,D,1965
Senate,Missouri,Stuart,,Symington,,D,1965
Senate,Missouri,Edward,V.,Long,,D,1965
Senate,Montana,Mike,,Mansfield,,D,1965
Senate,Montana,Lee,,Metcalf,,D,1965
Senate,Nebraska,Roman,,Hruska,,R,1965
Senate,Nebraska,Carl,,Curtis,,R,1965
Senate,Nevada,Alan,,Bible,,D,1965
Senate,Nevada,Howard,,Cannon,,D,1965
Senate,New Hampshire,Norris,,Cotton,,R,1965
Senate,New Hampshire,Thomas,J.,McIntyre,,D,1965
Senate,New Jersey,Clifford,P.,Case,,R,1965
Senate,New Jersey,Harrison,A.,Williams,,D,1965
Senate,New Mexico,Clinton,P.,Anderson,,D,1965
Senate,New Mexico,Joseph,,Montoya,,D,1965
Senate,New York,Jacob,,Javits,,R,1965
Senate,New York,Robert,F.,Kennedy,,D,1965
Senate,North Carolina,Sam,,Ervin,,D,1965
Senate,North Carolina,B.,Everett,Jordan,,D,1965
Senate,North Dakota,Milton,,Young,,R,1965
Senate,North Dakota,Quentin,,Burdick,,D-NPL,1965
Senate,Ohio,Frank,,Lausche,,D,1965
Senate,Ohio,Stephen,M.,Young,,D,1965
Senate,Oklahoma,Mike,,Monroney,,D,1965
Senate,Oklahoma,Fred,R.,Harris,,D,1965
Senate,Oregon,Wayne,,Morse,,D,1965
Senate,Oregon,Maurine,,Neuberger,,D,1965
Senate,Pennsylvania,Joseph,S.,Clark,Jr.,D,1965
Senate,Pennsylvania,Hugh,,Scott,,R,1965
Senate,Rhode Island,John,,Pastore,,D,1965
Senate,Rhode Island,Claiborne,,Pell,,D,1965
Senate,South Carolina,Olin,D.,Johnston,,D,1965
Senate,South Carolina,Donald,S.,Russell,,D,1965
Senate,South Carolina,Fritz,,Hollings,,D,1965
Senate,South Carolina,Strom,,Thurmond,,R,1965
Senate,South Dakota,Karl,E.,Mundt,,R,1965
Senate,South Dakota,George,,McGovern,,D,1965
Senate,Tennessee,Albert,,Gore,Sr.,D,1965
Senate,Tennessee,Ross,,Bass,,D,1965
Senate,Texas,Ralph,,Yarborough,,D,1965
Senate,Texas,John,,Tower,,R,1965
Senate,Utah,Wallace,F.,Bennett,,R,1965
Senate,Utah,Frank,,Moss,,D,1965
Senate,Vermont,George,,Aiken,,R,1965
Senate,Vermont,Winston,L.,Prouty,,R,1965
Senate,Virginia,Harry,F.,Byrd,,D,1965
Senate,Virginia,Harry,F.,Byrd,Jr.,D,1965
Senate,Virginia,Absalom,Willis,Robertson,,D,1965
Senate,Virginia,William,B.,Spong,Jr.,D,1965
Senate,Washington,Warren,,Magnuson,,D,1965
Senate,Washington,Henry,M.,Jackson,,D,1965
Senate,West Virginia,Jennings,,Randolph,,D,1965
Senate,West Virginia,Robert,,Byrd,,D,1965
Senate,Wisconsin,William,,Proxmire,,D,1965
Senate,Wisconsin,Gaylord,,Nelson,,D,1965
Senate,Wyoming,Gale,W.,McGee,,D,1965
Senate,Wyoming,Milward,,Simpson,,R,1965
House,Alabama,Jack,,Edwards,,R,1965
House,Alabama,William,Louis,Dickinson,,R,1965
House,Alabama,George,W.,Andrews,,D,1965
House,Alabama,Glenn,,Andrews,,R,1965
House,Alabama,Armistead,I.,Selden,Jr.,D,1965
House,Alabama,John,Hall,Buchanan,Jr.,R,1965
House,Alabama,James,D.,Martin,,R,1965
House,Alabama,Robert,E.,Jones,Jr.,D,1965
House,Alaska,Ralph,Julian,Rivers,,D,1965
House,Arizona,John,Jacob,Rhodes,,R,1965
House,Arizona,Mo,,Udall,,D,1965
House,Arizona,George,F.,Senner,Jr.,D,1965
House,Arkansas,Ezekiel,C.,Gathings,,D,1965
House,Arkansas,Wilbur,,Mills,,D,1965
House,Arkansas,James,William,Trimble,,D,1965
House,Arkansas,Oren,,Harris,,D,1965
House,Arkansas,David,,Pryor,,D,1965
House,California,Donald,H.,Clausen,,R,1965
House,California,Harold,T.,Johnson,,D,1965
House,California,John,E.,Moss,,D,1965
House,California,Robert,L.,Leggett,,D,1965
House,California,Phillip,,Burton,,D,1965
House,California,William,S.,Mailliard,,R,1965
House,California,Jeffery,,Cohelan,,D,1965
House,California,George,P.,Miller,,D,1965
House,California,Don,,Edwards,,D,1965
